,actor,num,all_budget,avg_budget,all_usa_income,avg_usa_income,all_global_income,avg_global_income,all_usa_profit,avg_usa_profit,all_global_profit,avg_global_profit
2635,Ben Cross,3,265000000.0,88333333.33333333,496307715,165435905.0,496307715,165435905.0,40667830.0,13555943.333333334,231307715.0,77102571.66666667
2637,Ben Daniels,4,287000000.0,71750000.0,1128029058,282007264.5,1128029058,282007264.5,280723745.0,70180936.25,841029058.0,210257264.5
2639,Ben Falcone,7,178000000.0,25428571.42857143,439480685,62782955.0,439480685,62782955.0,63298644.0,9042663.42857143,261480685.0,37354383.571428575
2640,Ben Feldman,5,60000000.0,12000000.0,335585642,67117128.4,335585642,67117128.4,129932279.0,25986455.8,275585642.0,55117128.4
2641,Ben Foster,17,925500000.0,54441176.47058824,1866778605,109810506.1764706,1866778605,109810506.1764706,-141223333.0,-8307254.882352941,941278605.0,55369329.705882356
2647,Ben Hardy,3,268000000.0,89333333.33333333,1477170117,492390039.0,1477170117,492390039.0,122454514.0,40818171.333333336,1209170117.0,403056705.6666667
2658,Ben Kingsley,28,1814000000.0,64785714.28571428,4385616230,156629151.07142857,4385616230,156629151.07142857,-186839796.0,-6672849.857142857,2571616230.0,91843436.78571428
2670,Ben Mendelsohn,19,1471000000.0,77421052.63157895,5132528557,270133081.94736844,5132528557,270133081.94736844,517117267.0,27216698.263157893,3661528557.0,192712029.31578946
2671,Ben Miles,3,101900000.0,33966666.666666664,196747620,65582540.0,196747620,65582540.0,7406161.0,2468720.3333333335,94847620.0,31615873.333333332
2672,Ben Miller,4,115000000.0,28750000.0,442282509,110570627.25,442282509,110570627.25,-12706970.0,-3176742.5,327282509.0,81820627.25
2678,Ben Platt,4,104000000.0,26000000.0,474750817,118687704.25,474750817,118687704.25,173857944.0,43464486.0,370750817.0,92687704.25
2690,Ben Schwartz,5,273800000.0,54760000.0,733860173,146772034.6,733860173,146772034.6,67005191.0,13401038.2,460060173.0,92012034.6
2691,Ben Shenkman,4,104000000.0,26000000.0,182208838,45552209.5,182208838,45552209.5,2279869.0,569967.25,78208838.0,19552209.5
2697,Ben Stiller,27,1902000000.0,70444444.44444445,6321999539,234148131.07407406,6321999539,234148131.07407406,802228775.0,29712176.85185185,4419999539.0,163703686.62962964
2704,Ben Whishaw,15,1048000000.0,69866666.66666667,3355015974,223667731.6,3355015974,223667731.6,-164909790.0,-10993986.0,2307015974.0,153801064.93333334
2716,Benedict Cumberbatch,17,1739367574.915775,102315739.70092794,8629237339,507602196.4117647,8629237339,507602196.4117647,1311563976.084225,77150822.12260146,6889869764.084225,405286456.71083677
2717,Benedict Hardie,3,32000000.0,10666666.666666666,173239184,57746394.666666664,173239184,57746394.666666664,57437159.0,19145719.666666668,141239184.0,47079728.0
2718,Benedict Wong,11,680435271.9191442,61857751.992649466,2019918257,183628932.45454547,2019918257,183628932.45454547,6495456.080855846,590496.0073505315,1339482985.0808558,121771180.46189599
2722,Benicio Del Toro,19,1199573514.983155,63135448.157008156,3363167711,177008826.89473686,3363167711,177008826.89473686,331776079.016845,17461898.89562342,2163594196.0168447,113873378.73772867
2726,Benito Martinez,5,106200000.0,21240000.0,517954750,103590950.0,517954750,103590950.0,160061609.0,32012321.8,411754750.0,82350950.0
2734,Benjamin Bratt,14,1028000000.0,73428571.42857143,3552497091,253749792.2142857,3552497091,253749792.2142857,356834632.0,25488188.0,2524497091.0,180321220.7857143
2761,Benno Fürmann,3,85000000.0,28333333.333333332,31401018,10467006.0,31401018,10467006.0,-76278013.0,-25426004.333333332,-53598982.0,-17866327.333333332
2769,Benoît Magimel,3,69404000.0,23134666.666666668,96896411,32298803.666666668,96896411,32298803.666666668,-69035005.0,-23011668.333333332,27492411.0,9164137.0
2788,Bernard Hill,6,379000000.0,63166666.666666664,2564542381,427423730.1666667,2564542381,427423730.1666667,565143111.0,94190518.5,2185542381.0,364257063.5
2800,Bernie Mac,10,658200000.0,65820000.0,2000393959,200039395.9,2000393959,200039395.9,193887479.0,19388747.9,1342193959.0,134219395.9
2818,Beth Grant,11,237000000.0,21545454.545454547,604660635,54969148.63636363,604660635,54969148.63636363,119035737.0,10821430.636363637,367660635.0,33423694.09090909
2826,Betsy Aidem,3,26200000.0,8733333.333333334,39198469,13066156.333333334,39198469,13066156.333333334,-12706341.0,-4235447.0,12998469.0,4332823.0
2829,Betsy Russell,5,61800000.0,12360000.0,622475555,124495111.0,622475555,124495111.0,211889058.0,42377811.6,560675555.0,112135111.0
2832,Bette Midler,6,277000000.0,46166666.666666664,604588678,100764779.66666667,604588678,100764779.66666667,45791535.0,7631922.5,327588678.0,54598113.0
2839,Betty Gabriel,4,20500000.0,5125000.0,423755999,105938999.75,423755999,105938999.75,255597915.0,63899478.75,403255999.0,100813999.75
2840,Betty Gilpin,5,87000000.0,17400000.0,217014927,43402985.4,217014927,43402985.4,33978313.0,6795662.6,130014927.0,26002985.4
2841,Betty White,4,163000000.0,40750000.0,862999395,215749848.75,862999395,215749848.75,373407261.0,93351815.25,699999395.0,174999848.75
2844,Beverly D'Angelo,3,68000000.0,22666666.666666668,221163805,73721268.33333333,221163805,73721268.33333333,77230305.0,25743435.0,153163805.0,51054601.666666664
2851,Beyoncé,4,233000000.0,58250000.0,690315380,172578845.0,690315380,172578845.0,234161963.0,58540490.75,457315380.0,114328845.0
2875,Bill Bailey,6,150339913.70648384,25056652.284413975,328182561,54697093.5,328182561,54697093.5,-29641043.70648384,-4940173.95108064,177842647.29351616,29640441.215586025
2879,Bill Buell,3,146000000.0,48666666.666666664,211820206,70606735.33333333,211820206,70606735.33333333,-57994112.0,-19331370.666666668,65820206.0,21940068.666666668
2880,Bill Burr,4,129000000.0,32250000.0,421956638,105489159.5,421956638,105489159.5,144949761.0,36237440.25,292956638.0,73239159.5
2881,Bill Camp,16,620270000.0,38766875.0,2266358541,141647408.8125,2266358541,141647408.8125,249229454.0,15576840.875,1646088541.0,102880533.8125
2883,Bill Cobbs,5,415000000.0,83000000.0,1295305598,259061119.6,1295305598,259061119.6,208591005.0,41718201.0,880305598.0,176061119.6
2884,Bill Duke,4,108000000.0,27000000.0,130217239,32554309.75,130217239,32554309.75,-23938983.0,-5984745.75,22217239.0,5554309.75
2885,Bill Fagerbakke,3,119000000.0,39666666.666666664,599686015,199895338.33333334,599686015,199895338.33333334,174083702.0,58027900.666666664,480686015.0,160228671.66666666
2888,Bill Goldberg,3,186000000.0,62000000.0,272433762,90811254.0,272433762,90811254.0,5505151.0,1835050.3333333333,86433762.0,28811254.0
2889,Bill Hader,22,1797500000.0,81704545.45454545,6625679620,301167255.45454544,6625679620,301167255.45454544,903704937.0,41077497.13636363,4828179620.0,219462710.0
2893,Bill Irwin,5,447000000.0,89400000.0,1217693736,243538747.2,1217693736,243538747.2,114083106.0,22816621.2,770693736.0,154138747.2
2904,Bill Milner,3,167249009.98877,55749669.99625667,368578747,122859582.33333333,368578747,122859582.33333333,-17679430.988770008,-5893143.662923336,201329737.01123,67109912.33707666
2906,Bill Moseley,5,53500000.0,10700000.0,151187344,30237468.8,151187344,30237468.8,58478654.0,11695730.8,97687344.0,19537468.8
2907,Bill Murray,21,900600000.0,42885714.28571428,2944959573,140236170.14285713,2944959573,140236170.14285713,420361810.0,20017229.04761905,2044359573.0,97350455.85714285
2908,Bill Nighy,29,2239836894.5564156,77235754.98470399,6301361389,217288323.75862068,6301361389,217288323.75862068,-34973257.55641556,-1205974.398497088,4061524494.4435844,140052568.7739167
2910,Bill Nunn,4,619000000.0,154750000.0,2514469164,628617291.0,2514469164,628617291.0,498265781.0,124566445.25,1895469164.0,473867291.0
2913,Bill Paxton,9,495500000.0,55055555.55555555,1018057454,113117494.8888889,1018057454,113117494.8888889,-63986957.0,-7109661.888888889,522557454.0,58061939.333333336
2914,Bill Pullman,11,421000000.0,38272727.27272727,1203165783,109378707.54545455,1203165783,109378707.54545455,125411595.0,11401054.090909092,782165783.0,71105980.27272727
2920,Bill Skarsgård,5,261000000.0,52200000.0,1456735553,291347110.6,1456735553,291347110.6,399299165.0,79859833.0,1195735553.0,239147110.6
2921,Bill Smitrovich,7,453000000.0,64714285.71428572,1769341357,252763051.0,1769341357,252763051.0,375846499.0,53692357.0,1316341357.0,188048765.2857143
2938,Billy Bob Thornton,21,841000000.0,40047619.047619045,1443489936,68737616.0,1443489936,68737616.0,-115209934.0,-5486187.333333333,602489936.0,28689996.95238095
2939,Billy Boyd,4,293000000.0,73250000.0,3006262461,751565615.25,3006262461,751565615.25,760025752.0,190006438.0,2713262461.0,678315615.25
2941,Billy Burke,12,637900000.0,53158333.333333336,3950034777,329169564.75,3950034777,329169564.75,1067822683.0,88985223.58333333,3312134777.0,276011231.4166667
2942,Billy Bush,3,240000000.0,80000000.0,785940346,261980115.33333334,785940346,261980115.33333334,61132768.0,20377589.333333332,545940346.0,181980115.33333334
2944,Billy Connolly,11,867000000.0,78818181.81818181,1991720135,181065466.8181818,1991720135,181065466.8181818,-158158218.0,-14378019.818181818,1124720135.0,102247285.0
2946,Billy Crudup,13,763500000.0,58730769.23076923,1444326563,111102043.3076923,1444326563,111102043.3076923,-133846926.0,-10295917.384615384,680826563.0,52371274.07692308
2947,Billy Crystal,5,446000000.0,89200000.0,1635623717,327124743.4,1635623717,327124743.4,315414616.0,63082923.2,1189623717.0,237924743.4
2948,Billy Dee Williams,3,129000000.0,43000000.0,367298069,122432689.66666667,367298069,122432689.66666667,99456922.0,33152307.333333332,238298069.0,79432689.66666667
2953,Billy Gardell,3,109000000.0,36333333.333333336,282226609,94075536.33333333,282226609,94075536.33333333,37666159.0,12555386.333333334,173226609.0,57742203.0
2960,Billy Magnussen,8,325600000.0,40700000.0,1557963921,194745490.125,1557963921,194745490.125,306214382.0,38276797.75,1232363921.0,154045490.125
2967,Billy Slaughter,4,74000000.0,18500000.0,97773990,24443497.5,97773990,24443497.5,-17243521.0,-4310880.25,23773990.0,5943497.5
2973,Billy Zane,3,42500000.0,14166666.666666666,45452243,15150747.666666666,45452243,15150747.666666666,-2377655.0,-792551.6666666666,2952243.0,984081.0
2981,Bingbing Fan,4,261717041.34721717,65429260.33680429,811859886,202964971.5,811859886,202964971.5,-27654080.347217172,-6913520.086804293,550142844.6527828,137535711.1631957
2982,Bingbing Li,4,418000000.0,104500000.0,1926372069,481593017.25,1926372069,481593017.25,15688185.0,3922046.25,1508372069.0,377093017.25
2984,Bipasha Basu,3,9895820.952290393,3298606.9840967976,73697326,24565775.333333332,73697326,24565775.333333332,-4471112.952290393,-1490370.9840967979,63801505.04770961,21267168.349236537
2998,Björn Granath,3,137000000.0,45666666.666666664,583193143,194397714.33333334,583193143,194397714.33333334,8936384.0,2978794.6666666665,446193143.0,148731047.66666666
3006,Blair Brown,3,135000000.0,45000000.0,224384010,74794670.0,224384010,74794670.0,-6719244.0,-2239748.0,89384010.0,29794670.0
3007,Blair Underwood,3,81000000.0,27000000.0,169723746,56574582.0,169723746,56574582.0,78085431.0,26028477.0,88723746.0,29574582.0
3010,Blake Anderson,3,122000000.0,40666666.666666664,302550461,100850153.66666667,302550461,100850153.66666667,6728198.0,2242732.6666666665,180550461.0,60183487.0
3012,Blake Clark,8,669000000.0,83625000.0,1958135850,244766981.25,1958135850,244766981.25,303836538.0,37979567.25,1289135850.0,161141981.25
3019,Blake Lively,11,463700000.0,42154545.45454545,879522995,79956635.9090909,879522995,79956635.9090909,65044096.0,5913099.636363637,415822995.0,37802090.45454545
3025,Blanca Portillo,3,76270245.0,25423415.0,132505766,44168588.666666664,132505766,44168588.666666664,-57355447.0,-19118482.333333332,56235521.0,18745173.666666668
3036,Blue Deckert,3,82000000.0,27333333.333333332,126386104,42128701.333333336,126386104,42128701.333333336,36224958.0,12074986.0,44386104.0,14795368.0
3038,Blythe Danner,10,365185767.4803475,36518576.74803475,1592896520,159289652.0,1592896520,159289652.0,365848771.5196525,36584877.151965246,1227710752.5196524,122771075.25196524
3052,Bob Balaban,9,349800000.0,38866666.666666664,692826221,76980691.22222222,692826221,76980691.22222222,20031389.0,2225709.888888889,343026221.0,38114024.55555555
3053,Bob Bergen,3,540000000.0,180000000.0,1283101279,427700426.3333333,1283101279,427700426.3333333,-26067213.0,-8689071.0,743101279.0,247700426.33333334
3058,Bob Clendenin,3,84000000.0,28000000.0,114547683,38182561.0,114547683,38182561.0,-13619091.0,-4539697.0,30547683.0,10182561.0
3065,Bob Gunton,6,262000000.0,43666666.666666664,503024457,83837409.5,503024457,83837409.5,40988167.0,6831361.166666667,241024457.0,40170742.833333336
3067,Bob Hoskins,10,666200000.0,66620000.0,1098871289,109887128.9,1098871289,109887128.9,-166557574.0,-16655757.4,432671289.0,43267128.9
3078,Bob Odenkirk,9,452500000.0,50277777.777777776,1757027985,195225331.66666666,1757027985,195225331.66666666,414153203.0,46017022.55555555,1304527985.0,144947553.8888889
3081,Bob Peterson,4,584000000.0,146000000.0,3283001127,820750281.75,3283001127,820750281.75,866059242.0,216514810.5,2699001127.0,674750281.75
3085,Bob Sapp,3,215000000.0,71666666.66666667,311985485,103995161.66666667,311985485,103995161.66666667,-11175797.0,-3725265.6666666665,96985485.0,32328495.0
3086,Bob Stephenson,5,124500000.0,24900000.0,254742668,50948533.6,254742668,50948533.6,14868039.0,2973607.8,130242668.0,26048533.6
3092,Bobb'e J. Thompson,6,411000000.0,68500000.0,885930076,147655012.66666666,885930076,147655012.66666666,70230016.0,11705002.666666666,474930076.0,79155012.66666667
3100,Bobby Cannavale,17,799500000.0,47029411.76470588,3333261767,196074221.5882353,3333261767,196074221.5882353,635107536.0,37359266.823529415,2533761767.0,149044809.82352942
3101,Bobby Coleman,3,62000000.0,20666666.666666668,104962818,34987606.0,104962818,34987606.0,14830713.0,4943571.0,42962818.0,14320939.333333334
3105,Bobby Lee,3,99000000.0,33000000.0,164095535,54698511.666666664,164095535,54698511.666666664,-11621598.0,-3873866.0,65095535.0,21698511.666666668
3106,Bobby Moynihan,9,651900000.0,72433333.33333333,3113166694,345907410.4444444,3113166694,345907410.4444444,655674555.0,72852728.33333333,2461266694.0,273474077.1111111
3109,Bobby Slayton,4,137000000.0,34250000.0,125695238,31423809.5,125695238,31423809.5,-55663501.0,-13915875.25,-11304762.0,-2826190.5
3127,Bojana Novakovic,4,131000000.0,32750000.0,288603954,72150988.5,288603954,72150988.5,18030244.0,4507561.0,157603954.0,39400988.5
3130,Bokeem Woodbine,9,521000000.0,57888888.88888889,1474524341,163836037.8888889,1474524341,163836037.8888889,104301496.0,11589055.111111112,953524341.0,105947149.0
3132,Boman Irani,9,81950794.20923765,9105643.801026406,225187782,25020864.666666668,225187782,25020864.666666668,-49537461.20923765,-5504162.356581961,143236987.79076236,15915220.865640262
3139,Bonnie Aarons,4,89000000.0,22250000.0,715743827,178935956.75,715743827,178935956.75,145639086.0,36409771.5,626743827.0,156685956.75
3144,Bonnie Hunt,9,1084000000.0,120444444.44444445,4439242850,493249205.5555556,4439242850,493249205.5555556,823567520.0,91507502.22222222,3355242850.0,372804761.1111111
3149,Bonnie Morgan,3,39000000.0,13000000.0,189847278,63282426.0,189847278,63282426.0,47062860.0,15687620.0,150847278.0,50282426.0
3153,Bonnie Wright,4,696837874.5788758,174209468.64471895,3687311904,921827976.0,3687311904,921827976.0,454683318.4211242,113670829.60528105,2990474029.4211245,747618507.3552811
3160,Boris Kodjoe,4,211000000.0,52750000.0,726201050,181550262.5,726201050,181550262.5,-6630131.0,-1657532.75,515201050.0,128800262.5
3172,Boyd Banks,6,153500000.0,25583333.333333332,297746317,49624386.166666664,297746317,49624386.166666664,10347888.0,1724648.0,144246317.0,24041052.833333332
3174,Boyd Holbrook,7,357000000.0,51000000.0,1291166899,184452414.14285713,1291166899,184452414.14285713,146267253.0,20895321.85714286,934166899.0,133452414.14285715
3178,Brad Beyer,3,72000000.0,24000000.0,119983881,39994627.0,119983881,39994627.0,42756545.0,14252181.666666666,47983881.0,15994627.0
3182,Brad Dourif,6,221000000.0,36833333.333333336,1184855402,197475900.33333334,1184855402,197475900.33333334,261139211.0,43523201.833333336,963855402.0,160642567.0
3184,Brad Garrett,10,985000000.0,98500000.0,3330314227,333031422.7,3330314227,333031422.7,285771095.0,28577109.5,2345314227.0,234531422.7
3185,Brad Greenquist,3,103000000.0,34333333.333333336,454966696,151655565.33333334,454966696,151655565.33333334,74617171.0,24872390.333333332,351966696.0,117322232.0
3191,Brad Leland,4,284500000.0,71125000.0,870590704,217647676.0,870590704,217647676.0,93201307.0,23300326.75,586090704.0,146522676.0
3196,Brad Pitt,26,2036873514.983155,78341289.03781365,5671145413,218120977.42307693,5671145413,218120977.42307693,96429893.01684499,3708842.039109423,3634271898.0168447,139779688.38526326
3197,Brad Renfro,3,54000000.0,18000000.0,30879411,10293137.0,30879411,10293137.0,-41178389.0,-13726129.666666666,-23120589.0,-7706863.0
3205,Brad William Henke,8,339000000.0,42375000.0,997340759,124667594.875,997340759,124667594.875,56155637.0,7019454.625,658340759.0,82292594.875
3209,Bradley Cooper,26,1333800000.0,51300000.0,6116035416,235232131.3846154,6116035416,235232131.3846154,1785713345.0,68681282.5,4782235416.0,183932131.3846154
3219,Bradley Whitford,10,540500000.0,54050000.0,1312203552,131220355.2,1312203552,131220355.2,116065421.0,11606542.1,771703552.0,77170355.2
3223,Brady Corbet,5,98400000.0,19680000.0,70151814,14030362.8,70151814,14030362.8,-82396481.0,-16479296.2,-28248186.0,-5649637.2
3259,Brandon Molale,4,147500000.0,36875000.0,156803928,39200982.0,156803928,39200982.0,-66308898.0,-16577224.5,9303928.0,2325982.0
3260,Brandon Mychal Smith,3,85000000.0,28333333.333333332,169002850,56334283.333333336,169002850,56334283.333333336,19729036.0,6576345.333333333,84002850.0,28000950.0
3264,Brandon Routh,3,314000000.0,104666666.66666667,439648051,146549350.33333334,439648051,146549350.33333334,-81274324.0,-27091441.333333332,125648051.0,41882683.666666664
3271,Brandon Spink,3,288000000.0,96000000.0,996403201,332134400.3333333,996403201,332134400.3333333,136558176.0,45519392.0,708403201.0,236134400.33333334
3274,Brandon T. Jackson,6,374000000.0,62333333.333333336,841918788,140319798.0,841918788,140319798.0,16500719.0,2750119.8333333335,467918788.0,77986464.66666667
3280,Branko Djuric,3,29651500.0,9883833.333333334,15137699,5045899.666666667,15137699,5045899.666666667,-28317175.0,-9439058.333333334,-14513801.0,-4837933.666666667
3283,Branscombe Richmond,3,157000000.0,52333333.333333336,563012145,187670715.0,563012145,187670715.0,81760791.0,27253597.0,406012145.0,135337381.66666666
3297,Breckin Meyer,8,342600000.0,42825000.0,891775892,111471986.5,891775892,111471986.5,71559883.0,8944985.375,549175892.0,68646986.5
3298,Bree Turner,3,66500000.0,22166666.666666668,360342230,120114076.66666667,360342230,120114076.66666667,40118461.0,13372820.333333334,293842230.0,97947410.0
3301,Brenda Blethyn,4,91000000.0,22750000.0,289822124,72455531.0,289822124,72455531.0,16829466.0,4207366.5,198822124.0,49705531.0
3303,Brenda Cooney,3,2400000.0,800000.0,1288096,429365.3333333333,1288096,429365.3333333333,-2212339.0,-737446.3333333334,-1111904.0,-370634.6666666667
3314,Brendan Coyle,3,75000000.0,25000000.0,259746761,86582253.66666667,259746761,86582253.66666667,3557109.0,1185703.0,184746761.0,61582253.666666664
3318,Brendan Fletcher,4,82800000.0,20700000.0,150736249,37684062.25,150736249,37684062.25,17182947.0,4295736.75,67936249.0,16984062.25
3319,Brendan Fraser,14,759000000.0,54214285.71428572,1597884275,114134591.07142857,1597884275,114134591.07142857,-107204342.0,-7657453.0,838884275.0,59920305.35714286
3320,Brendan Gleeson,24,1572583530.0,65524313.75,4262988765,177624531.875,4262988765,177624531.875,-114773716.0,-4782238.166666667,2690405235.0,112100218.125
3332,Brendan Sexton III,3,29000000.0,9666666.666666666,19651285,6550428.333333333,19651285,6550428.333333333,-18303288.0,-6101096.0,-9348715.0,-3116238.3333333335
3342,Brent Briscoe,8,327000000.0,40875000.0,440549486,55068685.75,440549486,55068685.75,-94649461.0,-11831182.625,113549486.0,14193685.75
3352,Brent Sexton,3,95000000.0,31666666.666666668,287765557,95921852.33333333,287765557,95921852.33333333,57207857.0,19069285.666666668,192765557.0,64255185.666666664
3355,Brent Spiner,5,386000000.0,77200000.0,785720648,157144129.6,785720648,157144129.6,-70721113.0,-14144222.6,399720648.0,79944129.6
3359,Brenton Thwaites,6,584000000.0,97333333.33333333,1818007356,303001226.0,1818007356,303001226.0,-65490766.0,-10915127.666666666,1234007356.0,205667892.66666666
3369,Brett Cullen,8,340000000.0,42500000.0,1574808093,196851011.625,1574808093,196851011.625,282985673.0,35373209.125,1234808093.0,154351011.625
3374,Brett Kelly,3,74000000.0,24666666.666666668,122517391,40839130.333333336,122517391,40839130.333333336,20497730.0,6832576.666666667,48517391.0,16172463.666666666
3379,Brett Rice,5,91000000.0,18200000.0,266037058,53207411.6,266037058,53207411.6,81333970.0,16266794.0,175037058.0,35007411.6
3403,Brian Caspe,4,190000000.0,47500000.0,613270386,153317596.5,613270386,153317596.5,67857388.0,16964347.0,423270386.0,105817596.5
3406,Brian Cox,21,1050400000.0,50019047.61904762,3170168281,150960394.33333334,3170168281,150960394.33333334,407237784.0,19392275.42857143,2119768281.0,100941346.71428572
3410,Brian Dennehy,4,274000000.0,68500000.0,758291848,189572962.0,758291848,189572962.0,12321512.0,3080378.0,484291848.0,121072962.0
3416,Brian Doyle-Murray,4,117000000.0,29250000.0,278434997,69608749.25,278434997,69608749.25,59633031.0,14908257.75,161434997.0,40358749.25
3418,Brian George,6,149500000.0,24916666.666666668,474950139,79158356.5,474950139,79158356.5,79306530.0,13217755.0,325450139.0,54241689.833333336
3419,Brian Geraghty,9,227450000.0,25272222.222222224,450979718,50108857.55555555,450979718,50108857.55555555,56527929.0,6280881.0,223529718.0,24836635.333333332
3421,Brian Gleeson,3,250000000.0,83333333.33333333,485775117,161925039.0,485775117,161925039.0,-54963867.0,-18321289.0,235775117.0,78591705.66666667
3429,Brian Howe,9,427500000.0,47500000.0,1678139539,186459948.7777778,1678139539,186459948.7777778,384446067.0,42716229.666666664,1250639539.0,138959948.7777778
3430,Brian Huskey,3,178000000.0,59333333.333333336,390782255,130260751.66666667,390782255,130260751.66666667,33399024.0,11133008.0,212782255.0,70927418.33333333
3431,Brian Hutchison,3,120000000.0,40000000.0,223368738,74456246.0,223368738,74456246.0,-21718391.0,-7239463.666666667,103368738.0,34456246.0
3447,Brian Markinson,3,126000000.0,42000000.0,219105887,73035295.66666667,219105887,73035295.66666667,-9817368.0,-3272456.0,93105887.0,31035295.666666668
3465,Brian Posehn,5,281000000.0,56200000.0,605389550,121077910.0,605389550,121077910.0,5879109.0,1175821.8,324389550.0,64877910.0
3477,Brian Steele,6,331000000.0,55166666.666666664,597776425,99629404.16666667,597776425,99629404.16666667,-37849648.0,-6308274.666666667,266776425.0,44462737.5
3478,Brian Stepanek,4,272000000.0,68000000.0,592531030,148132757.5,592531030,148132757.5,-18504246.0,-4626061.5,320531030.0,80132757.5
3482,Brian Tee,3,405000000.0,135000000.0,2330853538,776951179.3333334,2330853538,776951179.3333334,461879078.0,153959692.66666666,1925853538.0,641951179.3333334
3485,Brian Tyree Henry,4,176000000.0,44000000.0,490796594,122699148.5,490796594,122699148.5,87363277.0,21840819.25,314796594.0,78699148.5
3486,Brian Van Holt,9,430000000.0,47777777.777777776,596462788,66273643.11111111,596462788,66273643.11111111,-89024018.0,-9891557.555555556,166462788.0,18495865.333333332
3488,Brian White,9,216475000.0,24052777.777777776,449940064,49993340.44444445,449940064,49993340.44444445,79043661.0,8782629.0,233465064.0,25940562.666666668
3490,Brian d'Arcy James,5,347000000.0,69400000.0,532094690,106418938.0,532094690,106418938.0,-150200929.0,-30040185.8,185094690.0,37018938.0
3493,Briana Evigan,3,75000000.0,25000000.0,264360148,88120049.33333333,264360148,88120049.33333333,9887449.0,3295816.3333333335,189360148.0,63120049.333333336
3509,Bridget Moynahan,10,437700000.0,43770000.0,1220408450,122040845.0,1220408450,122040845.0,139946234.0,13994623.4,782708450.0,78270845.0
3517,Brie Larson,13,849717388.7345588,65362876.056504525,4903275835,377175064.2307692,4903275835,377175064.2307692,887159665.2654412,68243051.1742647,4053558446.265441,311812188.17426467
3518,Brigette Lundy-Paine,3,52000000.0,17333333.333333332,109343409,36447803.0,109343409,36447803.0,1066227.0,355409.0,57343409.0,19114469.666666668
3535,Brit Marling,4,20600000.0,5150000.0,60330331,15082582.75,60330331,15082582.75,-3924366.0,-981091.5,39730331.0,9932582.75
3543,Britt Robertson,9,354000000.0,39333333.333333336,699755466,77750607.33333333,699755466,77750607.33333333,-39460552.0,-4384505.777777778,345755466.0,38417274.0
3545,Brittany Daniel,5,137300000.0,27460000.0,322642584,64528516.8,322642584,64528516.8,45659835.0,9131967.0,185342584.0,37068516.8
3551,Brittany Murphy,9,348000000.0,38666666.666666664,951650427,105738936.33333333,951650427,105738936.33333333,186091392.0,20676821.333333332,603650427.0,67072269.666666664
3554,Brittany Snow,7,260000000.0,37142857.14285714,1116127291,159446755.85714287,1116127291,159446755.85714287,411034631.0,58719233.0,856127291.0,122303898.71428572
3564,Bronson Webb,3,345000000.0,115000000.0,380738245,126912748.33333333,380738245,126912748.33333333,-256738191.0,-85579397.0,35738245.0,11912748.333333334
3568,Bronwen Mantel,3,110000000.0,36666666.666666664,340631773,113543924.33333333,340631773,113543924.33333333,22420040.0,7473346.666666667,230631773.0,76877257.66666667
3588,Brooke Smith,4,119500000.0,29875000.0,132637868,33159467.0,132637868,33159467.0,-52858372.0,-13214593.0,13137868.0,3284467.0
3590,Brooklyn Decker,3,329000000.0,109666666.66666667,602355078,200785026.0,602355078,200785026.0,-119397063.0,-39799021.0,273355078.0,91118359.33333333
3593,Brooklynn Proulx,4,101000000.0,25250000.0,206226535,51556633.75,206226535,51556633.75,-8602250.0,-2150562.5,105226535.0,26306633.75
3597,Bruce Altman,10,392000000.0,39200000.0,1304950776,130495077.6,1304950776,130495077.6,150969059.0,15096905.9,912950776.0,91295077.6
3605,Bruce Campbell,8,655250000.0,81906250.0,1713561220,214195152.5,1713561220,214195152.5,93067740.0,11633467.5,1058311220.0,132288902.5
3610,Bruce Davison,8,345500000.0,43187500.0,1057128039,132141004.875,1057128039,132141004.875,223339710.0,27917463.75,711628039.0,88953504.875
3611,Bruce Dern,10,253200000.0,25320000.0,719705386,71970538.6,719705386,71970538.6,87130959.0,8713095.9,466505386.0,46650538.6
3618,Bruce Greenwood,18,1181600000.0,65644444.44444445,2733176532,151843140.66666666,2733176532,151843140.66666666,268829784.0,14934988.0,1551576532.0,86198696.22222222
3625,Bruce McGill,20,1041100000.0,52055000.0,2209165902,110458295.1,2209165902,110458295.1,334419969.0,16720998.45,1168065902.0,58403295.1
3627,Bruce Payne,3,88000000.0,29333333.333333332,61628734,20542911.333333332,61628734,20542911.333333332,-49294234.0,-16431411.333333334,-26371266.0,-8790422.0
3630,Bruce Spence,6,383500000.0,63916666.666666664,1473366611,245561101.83333334,1473366611,245561101.83333334,194258775.0,32376462.5,1089866611.0,181644435.16666666
3631,Bruce Thomas,4,179000000.0,44750000.0,419426648,104856662.0,419426648,104856662.0,87359825.0,21839956.25,240426648.0,60106662.0
3635,Bruce Willis,29,1540445000.0,53118793.10344828,3451067342,119002322.13793103,3451067342,119002322.13793103,-122729589.0,-4232054.793103448,1910622342.0,65883529.03448276
3642,Bruno Ganz,7,119724693.6691,17103527.667014286,335189742,47884248.85714286,335189742,47884248.85714286,-27211459.6691,-3887351.3813,215465048.3309,30780721.190128572
3656,Bryan Brown,4,332000000.0,83000000.0,566755725,141688931.25,566755725,141688931.25,-150649391.0,-37662347.75,234755725.0,58688931.25
3657,Bryan Callen,4,97500000.0,24375000.0,697534213,174383553.25,697534213,174383553.25,377055502.0,94263875.5,600034213.0,150008553.25
